MASV1,LA1003,MI1003,PE1003,CH1003,MT1003,PH1003,LA1005,PE1005,MT1005,MT1007,LA1007,MT1009,LA1009,MT2001,PE1007,SP1007,SP1003,SP1005,SP1009
60931438.0,8.5,DT,6,6.0,6.5,5.0,2.5,8.0,6.5,7,13.0,7.0,,6.0,5.0,,,7.5,5.0
60934000.0,,,7.0,,,,,5.0,5.0,,,,,,5.0,,,,
60939902.0,12.0,,8.0,6.5,4.0,5.0,12.0,5.0,5.0,5.0,12.0,,12.0,,,,,,
60942552.0,10.0,DT,7.0,8.0,9.5,7.0,10.0,6.0,7.0,9.5,8,9.5,10.0,7.0,8.0,,6.5,,7.5
60945201.0,,,6.0,6.0,4.5,2.5,,5.0,2.0,4.5,,,,,,,,,
60945333.0,12.0,,8.0,6.0,6.5,4.5,6.5,7.0,5.0,6.5,8.0,,,,,,,,
60945646.0,,,5.0,5.0,4.5,5.0,,5.0,2.0,5.5,,,,6.0,6.0,5.0,,,
60951223.0,10.0,DT,7.0,7.0,8.0,6.0,10.0,5.0,9.0,8.0,RT,7.5,10.0,5.0,6.0,,6.5,7.5,6.0
60954839.0,10.0,DT,5.0,8.0,9.5,8.0,10.0,5.0,7.5,8.0,10.0,,8.5,,8.0,,8.5,7.5,8.5
60960882.0,5.0,,5.0,6.5,6.0,6.5,13.0,6.0,8.0,7.0,3.0,,,,5.0,6.5,6.0,7.5,
60961949.0,10.0,,7.0,6.0,5.0,4.5,10.0,7.0,7.0,2.0,9.0,7.0,0.0,6.5,8.0,7.5,8.0,7.5,
60973863.0,7.5,,7.0,8.5,8.5,7.5,,6.0,6.0,8.0,,,,,,,7.0,8.0,
60975827.0,,,,,,,,,5.0,,,,,7.0,,,,,
61008103.0,12.0,,,12.0,12.0,5.3,12.0,,5.9,7.4,12.0,7.7,12.0,7.7,,12.0,7.3,5.7,5.15
61008351.0,,,7.0,,,,,5.0,2.5,,,6.5,,,5.0,,5.0,,
61010257.0,10.0,DT,5.0,6.5,8.0,6.5,10.0,5.0,5.0,6.5,10.0,6.0,10.0,6.0,7.0,8.0,7.0,6.0,5.0
61016426.0,,,,,,,,,,,,,,,6.0,,,,
61017184.0,10.0,,6.0,5.5,4.5,5.0,10.0,8.0,5.0,1.5,9.0,,12.0,,,,6.5,6.5,
61026168.0,10.0,,5.0,6.5,6.0,7.5,10.0,5.0,6.0,8.5,,8.5,,8.5,7.0,,,,
61029854.0,4.0,,6.0,0.0,2.0,5.0,13.0,13.0,13.0,1.5,,,,,,,,,
61036539.0,10.0,DT,6.0,6.5,9.0,8.0,10.0,6.0,8.0,9.0,RT,8.5,10.0,7.5,5.0,7.5,6.5,5.0,13.0
61040159.0,,,,,,,,,,,,,,13.0,,,,,
61050683.0,,,,,,,,,,,,6.0,,6.5,,,,,
61052581.0,6.0,DT,7.0,6.0,13.0,4.5,6.0,5.0,0.0,6.0,6.0,4.0,4.0,5.0,5.0,,5.5,13.0,4.5
61053804.0,,,,,,,,,,,,,,5.5,,,,,
61057070.0,,,5.0,6.0,,,,,,,,,,,,,,,
61062505.0,5.0,,6.0,7.0,5.0,5.5,,5.0,7.0,7.0,,,,,,,,,
61071938.0,,,,,,,,,,13.0,,,,,,,,,
61078519.0,10.0,,8.0,7.5,8.5,9.0,10.0,7.0,,9.0,10.0,8.5,10.0,8.0,6.0,8.0,8.5,8.0,
61085053.0,,,7.0,5.0,0.0,3.5,,2.0,1.0,1.5,,3.0,,,,,,,
61086497.0,,,,,,,,,13.0,,,,,13.0,,,6.5,,
61093567.0,,,13.0,13.0,13.0,13.0,,,,,,,,,,,,,
61095309.0,13.0,DT,5.0,5.0,8.0,7.5,,7.0,7.0,8.5,,,,4.5,13.0,5.0,6.0,7.5,6.0
61099438.0,,,,,,,,,,,,,,0.0,,,,7.0,
61123616.0,5.5,DT,7.0,7.0,8.0,6.0,7.0,6.0,5.0,6.5,8.0,2.0,8.0,4.5,5.0,8.5,7.5,7.0,8.0
61129115.0,10.0,,6.0,6.5,7.0,7.0,10.0,4.0,,7.0,9.0,,,,6.0,6.0,5.5,8.0,6.5
61134960.0,12.0,,5.0,5.5,6.5,5.5,12.0,7.0,5.0,5.5,12.0,,12.0,,,,,,
61137148.0,,,,,,,,,,,,,,4.0,8.0,,,,
61138603.0,,,6.0,,,,,,,,,,,,,,,,
61153638.0,7.5,,8.0,8.5,6.5,7.0,,6.0,5.5,9.0,,8.0,,,,,,,
61156808.0,10.0,DT,5.0,8.0,8.0,7.5,8.0,5.0,8.0,8.0,6.0,9.5,6.5,5.0,6.0,7.5,8.5,7.0,6.5
61158693.0,12.0,,6.0,7.5,6.5,6.0,6.0,6.0,6.5,5.0,7.5,,,,,,8.0,9.0,
61161099.0,5.5,DT,5.0,6.0,7.5,5.5,5.0,5.0,6.0,8.5,4.5,9.0,13.0,7.5,3.0,,6.5,,13.0
61181933.0,,,,,,13.0,,,,,,,,,,,,,
61184913.0,10.0,DT,6.0,7.5,8.0,7.5,10.0,6.0,7.5,9.5,10.0,,10.0,,7.0,,6.5,8.5,7.5
61188161.0,,,,,,,,,,,,,5.0,,,,11.0,,
61195514.0,5.0,,5.0,7.0,2.5,6.5,5.0,7.0,5.0,4.5,4.5,5.5,0.0,13.0,5.0,5.5,6.0,,
61199426.0,12.0,,7.0,4.5,6.5,4.5,12.0,6.0,5.0,5.5,12.0,,12.0,,,,,,
61200341.0,10.0,DT,5.0,6.0,4.5,4.0,10.0,5.0,5.5,7.0,10.0,,8.0,5.0,13.0,0.0,6.0,7.5,7.0
61202937.0,10.0,DT,7.0,8.0,9.0,9.5,10.0,6.0,7.5,9.0,10.0,,10.0,,7.0,,9.5,7.5,7.5
61219162.0,10.0,DT,7.0,6.0,6.0,6.5,10.0,7.0,,7.0,10.0,8.5,8.5,,8.0,,7.5,5.5,6.5
61219680.0,12.0,,6.0,2.5,4.5,4.0,12.0,,,,12.0,,12.0,,,,,,
61220586.0,12.0,,7.0,,8.0,8.0,12.0,6.0,6.0,8.5,8.0,,8.5,,,,,,
61237198.0,,,4.0,,,,,,,,,,,,,,,,
61245030.0,4.0,,7.0,5.5,3.5,3.0,,5.0,4.5,0.5,,,,,,,24.0,,
61247998.0,13.0,DT,5.0,5.5,7.0,6.0,,8.0,7.0,6.0,,8.0,,4.0,5.0,,6.5,6.0,7.0
61250845.0,,,7.0,,,,,,,,,,,,,,,,
61255152.0,10.0,,7.0,6.0,2.0,7.5,10.0,6.0,6.5,9.0,,,,7.5,7.0,,,,
61257507.0,8.0,,5.0,6.0,6.5,6.0,8.0,2.0,6.0,5.0,6.5,7.0,5.0,5.5,5.0,7.0,,7.5,7.0
61271026.0,10.0,DT,5.0,6.5,5.5,6.5,10.0,5.0,5.5,6.5,8.0,7.5,5.5,,7.0,,7.5,8.0,7.5
61276289.0,,,13.0,0.0,,,,5.0,,,,,,,4.0,,,,
61276574.0,6.0,DT,7.0,7.5,5.5,6.5,3.5,6.0,6.5,5.0,0.0,7.0,,13.0,5.0,,6.0,6.5,2.5
61280526.0,6.5,,6.0,6.5,5.5,6.0,6.0,7.0,0.5,8.0,,0.0,,5.0,4.0,,,,
61285369.0,10.0,DT,6.0,5.5,5.5,6.0,10.0,8.0,,6.0,8.5,8.0,6.0,,6.0,,7.0,7.5,7.5
61286543.0,12.0,,7.0,,1.5,3.5,12.0,5.0,,4.0,4.5,,0.0,,,,,,
61289321.0,7.0,,7.0,5.0,4.5,4.5,7.0,6.0,5.0,4.5,,,,,,,6.0,7.5,
61292726.0,5.5,,7.0,7.5,6.0,6.5,,9.0,6.0,7.5,,,,,,,8.0,7.5,
61296157.0,6.5,DT,5.0,6.5,5.0,5.0,5.5,6.0,5.5,6.5,5.0,4.5,0.0,4.5,,,,7.0,7.5
61297412.0,6.5,,6.0,6.5,7.5,5.0,7.5,6.0,8.0,7.0,,,,,,,,,
61302779.0,4.5,DT,5.0,7.5,7.5,6.0,1.5,7.0,9.0,9.5,,,,5.0,5.0,7.0,7.0,7.0,7.0
61302846.0,,,,,,,,,,,,,,13.0,,,,,
61307681.0,4.0,,5.0,,5.0,5.5,2.0,7.0,,1.0,,,,,7.0,7.0,6.5,,
61337354.0,,,,,,,,,,,,,,,,,,12.0,
61347892.0,12.0,,13.0,5.0,0.0,6.5,12.0,5.0,5.5,7.5,12.0,,12.0,,,,,,
61350770.0,12.0,,13.0,0.0,13.0,13.0,12.0,13.0,13.0,13.0,12.0,,12.0,,,,13.0,13.0,
61357194.0,3.5,DT,6.0,5.5,5.0,2.5,2.0,5.0,4.0,5.5,,,,4.0,6.0,,5.0,6.5,5.0
61359671.0,,,,,,,,,,,,,,1.5,,,,,
61362867.0,,,,,,,,,23.0,,,,,,,,,23.0,
61364185.0,12.0,,7.0,6.5,7.0,6.0,12.0,6.0,,8.5,8.5,,7.5,,,,8.5,,
61383402.0,12.0,,4.0,5.0,1.0,6.0,6.0,5.0,,8.0,6.5,,,,,5.5,6.0,,
61383813.0,6.0,,,,,,,,,,,,,,,,7.5,7.0,
61386420.0,7.5,,6.0,4.0,5.0,5.5,,7.0,6.0,5.0,,,,,,,,,
61387778.0,10.0,,8.0,7.0,8.0,8.0,9.5,6.0,,6.0,10.0,0.5,10.0,5.5,6.0,,,7.5,8.0
61394761.0,,,,,,,,,,,,,,4.5,,,,,
61399914.0,10.0,,9.0,6.5,0.0,4.0,8.5,9.0,4.0,1.0,8.0,6.5,6.5,4.5,5.0,6.0,6.0,12.0,6.5
61402084.0,9.0,,7.0,5.5,1.5,6.0,7.5,6.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,8.0,7.5,7.5,
61402363.0,10.0,,,,,,10.0,,,,10.0,,10.0,,,,,,
61409504.0,7.0,,7.0,7.0,6.0,6.5,7.0,5.0,,5.5,8.0,9.0,13.0,5.0,5.0,,7.0,6.5,6.5
61413014.0,12.0,,,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,,12.0,,,12.0,12.0,7.15,12.0
61419088.0,10.0,,5.0,6.5,9.0,8.0,10.0,6.0,,7.5,10.0,9.0,10.0,8.0,6.0,8.0,,7.5,8.0
61424837.0,10.0,DT,5.0,6.0,6.0,6.5,10.0,6.0,8.0,9.0,10.0,2.0,9.5,5.5,3.0,11.0,7.0,,6.0
61427278.0,12.0,,6.0,7.5,8.5,8.5,12.0,6.0,9.5,9.5,12.0,,12.0,,,,,,
61440599.0,5.0,,5.0,6.5,2.0,3.0,,6.0,4.0,4.5,,,,,,,6.5,7.5,
61442683.0,12.0,,2.0,7.5,9.0,7.5,12.0,7.0,7.5,9.0,12.0,,12.0,,,7.5,7.5,8.5,
61452871.0,,,,,,,,,,,,,,,,,7.5,,
61454709.0,13.0,DT,6.0,5.5,5.5,5.0,,6.0,5.0,6.5,,9.5,,,5.0,5.0,5.0,5.5,5.5
61458595.0,,,6.0,,,,,,,,,,,,,,,,
61461973.0,5.5,DT,5.0,5.5,5.0,6.0,6.0,4.0,4.5,7.0,4.5,5.5,3.0,5.0,2.0,6.0,7.0,,
61463993.0,6.0,,7.0,,5.5,7.0,,6.0,,7.0,,,,,6.0,,,,
61471644.0,,,13.0,,,,,,,,,,,,,,,,
61473854.0,5.5,DT,6.0,5.0,6.0,4.5,7.5,5.0,6.5,7.0,6.0,5.5,2.0,5.0,5.0,7.0,7.0,,7.0
61482167.0,,,7.0,,,,,,,,,,,,,,,,
61483075.0,5.5,,9.0,8.0,7.0,6.5,6.5,7.0,7.5,9.0,7.5,,,,7.0,8.5,8.5,8.0,8.5
61485621.0,,,6.0,,,,,,,,,,,,,,,,
61487227.0,7.5,DT,6.0,7.5,8.0,8.0,7.0,7.0,9.0,9.0,8.5,9.0,7.5,7.5,6.0,7.0,8.0,5.0,8.0
61488971.0,,,,5.5,5.5,5.5,,5.0,,5.5,,2.0,,5.5,13.0,,,,
61495986.0,,,9.0,,13.0,13.0,,,,5.0,,,,,,,,,
61499296.0,10.0,DT,7.0,6.5,9.0,6.0,10.0,5.0,7.0,7.0,10.0,8.5,9.5,,5.0,6.5,7.0,7.0,8.0
61500631.0,13.0,,5.0,,0.0,6.0,0.0,8.0,,13.0,0.0,,,,2.0,,4.0,,
61502664.0,5.0,,8.0,7.0,6.0,6.5,13.0,5.0,,7.5,5.5,7.5,,7.0,6.0,,8.0,8.0,7.5
61510362.0,,,,,,,,,7.5,,,,,,,,,,
61518184.0,,,7.0,5.0,8.5,7.5,,13.0,,8.5,,,,,,6.0,,,8.5
61520169.0,5.0,,6.0,6.5,2.5,,,6.0,2.5,8.0,,4.5,,5.0,8.0,,6.0,,
61525609.0,10.0,,5.0,9.0,8.0,7.5,7.5,5.0,9.0,8.5,,8.5,9.0,7.0,5.0,,,,
61530983.0,10.0,DT,6.0,6.0,1.5,7.0,8.0,5.0,0.0,2.0,8.5,,6.0,0.0,2.0,,,,
61536740.0,6.5,DT,8.0,6.0,5.0,3.0,2.0,8.0,5.5,2.5,0.0,,,,5.0,7.0,4.0,5.5,6.0
61537112.0,,,,,23.0,,,6.0,0.0,,,,,6.0,,,4.5,5.5,5.0
61557612.0,6.5,,3.0,,4.5,6.5,,5.0,1.5,7.0,,,,,,,,,
61562928.0,6.5,,,,,,,,,,,,,,,,,,
61563130.0,,,7.0,9.0,6.5,6.0,,6.0,,10.0,,,,,,,,,
61564365.0,0.0,,5.0,2.0,5.0,6.5,,5.0,2.5,6.5,,0.0,,0.0,5.0,3.5,,,
61570805.0,,,7.0,,,,,,,,,,,,,,,,
61577052.0,,,8.0,7.0,,,,5.0,5.0,,,,,,5.0,,,,
61579837.0,7.0,,6.0,7.5,7.5,6.0,6.5,6.0,,8.0,4.5,9.5,3.5,,7.0,6.5,5.5,5.0,3.5
61582180.0,7.0,,8.0,7.0,6.0,7.0,7.5,8.0,,8.0,8.0,,6.5,,8.0,6.5,6.0,2.0,
61583039.0,,,,0.0,0.5,3.0,,,13.0,5.5,,,,,,,,,
61591546.0,12.0,,4.0,5.5,1.5,2.0,12.0,13.0,5.0,4.5,12.0,,5.0,,,,,,
61600123.0,6.5,,5.0,6.0,7.0,,5.0,7,5.0,6.5,6.0,9.0,5.0,6.0,5.0,,,7.5,8.0
61603917.0,8.5,,5.0,6.0,6.5,5.5,7.5,5,5.0,6.0,7.0,8.0,6.5,4.5,5.0,,,7.0,7.0
61613534.0,4.0,,6.0,5.0,6.0,5.0,,5.0,,5.5,,,,,,,7.5,,
61613879.0,5.5,,8.0,7.5,7.5,7.0,5.0,6.0,2.5,6.0,5.0,,,,6.0,8.0,7.0,7.5,6.5
61617541.0,10.0,,6.0,8.5,8.0,8.5,13.0,5,,9.5,10.0,8.5,10.0,5.0,8.0,7.5,8.5,8.5,
61620126.0,10.0,DT,7.0,7,8.5,8,10.0,7,9.0,8.5,10.0,9.5,8.5,6.5,7.0,12.0,8.5,,13.0
61630941.0,10.0,DT,5.0,7.5,6.5,13.0,10.0,6,5.0,8.0,7.5,7.5,5.0,7.5,6.0,5.5,7.5,,6.0
61649947.0,4.5,,7.0,5.5,0.5,5.5,5.0,6.0,2.0,5.0,,6.5,,4.5,5.0,7.0,8.0,,
61656786.0,,,6.0,13.0,13.0,0.0,,13.0,13.0,13.0,,,,,,,,,
61657515.0,8.0,,5.0,8.5,8.5,7.5,13.0,13,13.0,13.0,,,,,,,,,
61663799.0,7.5,,7.0,5.5,2.5,5.0,6.5,7,4.5,4.5,4.5,6.0,4.0,13.0,5.0,6.0,5.5,6.0,
61666334.0,2.5,DT,6.0,6.0,IH,6.0,2.0,5,,6.0,,2.5,,,4.0,,6.5,5.5,7.0
61683376.0,,,8.0,VT,VT,VT,,VT,,,,,,,,,,,
61686650.0,13.0,,3.0,5.0,4.5,4.5,,6,,7.0,,6.5,,5.0,5.0,5.5,7.5,,
61686725.0,10.0,DT,7.0,7.5,6.5,6.5,10.0,5,8.0,7.5,9.0,7.0,7.5,5.5,6.0,5.5,5.5,,6.5
61692424.0,7.0,,6.0,7.0,7.5,7.0,0.0,5,,9.5,5.5,9.0,,7.0,6.0,0.0,8.0,,6.0
61698851.0,,,,,,,,5,,,,,,,,,,,
61700352.0,10.0,,8.0,8.0,6.0,,10.0,5,,8.0,7.5,9.0,5.0,5.5,6.0,,,6.0,
61705221.0,7.0,,8.0,,6.5,7.0,,5.0,2.5,6.0,,,,,,,,,
61707504.0,5.5,,5.0,5.5,4.5,,5.0,7,1.0,5.0,5.0,8.0,,5.5,7.0,,7.0,6.0,8.5
61714992.0,6.5,DT,6.0,7,7,5,3.0,6,7.5,8.5,3.5,9.5,,5.5,5.0,5.5,7.0,5.0,1.5
61717228.0,,,7.0,6.5,5.5,7.0,,5.0,6.0,8.0,,,,,,,,,
61720292.0,7.5,DT,6.0,7.5,7.5,6.5,7.0,5,6.5,7.0,6.5,6.5,4.5,5.5,5.0,,8.5,5.5,7.5
61724110.0,12.0,,8.0,6.5,13.0,4.0,7.0,5.0,0.0,3.0,5.5,,,,,,,,
61733711.0,7.5,,7.0,7.5,5.5,7.0,8.0,5.0,6.0,8.5,6.5,,4.5,,7.0,7.0,6.0,7.5,6.5
61736999.0,5.0,,6.0,5.5,2.5,5.0,4.5,7.0,2.0,6.0,0.0,,,,5.0,5.5,6.5,7.5,
61751525.0,7.5,,5.0,6.0,4.5,,5.5,8.0,1.0,2.0,6.0,6.0,3.5,5.0,5.0,6.5,8.0,5.0,4.5
61765844.0,,,,,,,,,,,,13.0,,,,,,,
61798744.0,7.0,,5.0,6.0,2.5,6.0,7.0,5.0,2.5,7.0,6.5,6.0,7.0,,6.0,6.5,,,
61798897.0,3.5,,4.0,4.0,1.0,2.0,,4.0,0.0,6.0,,,,,,,,,
61822331.0,12.0,12.0,12.0,12.0,6.6,6.0,12.0,12.0,5.0,5.2,12.0,8.0,12.0,5.0,12.0,12.0,6.0,5.15,5.35
61824780.0,,,,,,,,,,,,,,5.0,,,,,
61829666.0,,,5.0,,,,,,,,,,,,,,,,
61835320.0,0.0,,7.0,5.5,0.5,5.5,,5.0,0.0,4.5,,1.0,,0.5,6.0,5.5,5.5,2.5,
