MASV1,LA1003,MI1003,PE1003,CH1003,MT1003,PH1003,LA1005,PE1005,MT1005,MT1007,LA1007,MT1009,LA1009,MT2001,PE1007,SP1007,SP1003,SP1005,SP1009
9759342.0,4.5,,6.0,7.0,9.0,7.0,13.0,7.0,7.0,7.0,,6.0,,3.5,5.0,6.0,5.5,7.0,
9762853.0,7.0,,7.0,5.0,5.5,,6.0,6.0,5.5,5.5,4.5,7.0,5.0,5.0,6.0,5.0,5.5,7.5,
9766772.0,10.0,,6.0,6.0,8.5,5.5,6.0,3.0,,7.5,8.0,,13.0,0.0,13.0,,,,
9772540.0,,,10.0,,,,,,,,,,,,,,,,
9779776.0,,,,,,,,,,,,,,5.0,,,,,
9785402.0,2.5,DT,7.0,6.5,4.5,5.5,,5.0,6.0,8.0,,7.5,,5.5,6.0,,6.5,2.0,4.0
9786185.0,10.0,DT,7.0,5.5,5.5,6.0,10.0,5.0,6.0,6.5,8.5,6.5,7.0,4.5,6.0,6.0,5.0,2.0,5.5
9790625.0,7.5,,6.0,6.5,7.0,7.5,6.5,7.0,7.5,8.5,7.0,7.0,7.0,6.5,7.0,9.0,7.5,,
9791869.0,6.5,,7.0,5.5,,5.0,4.5,5.0,6.0,8.0,0.0,6.5,,5.5,9.0,,5.0,4.0,5.5
9808547.0,,,7.0,6.5,4.5,6.5,,6.0,4.5,5.5,,,,,,,,,
9810116.0,,,5.0,,0.0,3.0,,,,1.0,,,,,,,,,
9815824.0,4.5,,6.0,4.5,6.0,6.5,5.5,7.0,5.0,6.5,13.0,4.5,,4.5,4.0,4.5,6.5,6.5,
9822399.0,10.0,DT,7.0,7.0,5.5,5.0,10.0,6.0,5.5,8.0,10.0,4.5,8.0,2.0,7.0,6.5,6.5,6.5,5.0
9829644.0,10.0,,6.0,7.5,5.5,6.5,10.0,5.0,6.5,8.0,10.0,,10.0,,,,6.0,7.0,
9832722.0,12.0,,7.0,,2.0,6.0,12.0,6.0,5.5,6.0,12.0,,12.0,,,,,,
9833362.0,10.0,,7.0,9.5,7.5,8.5,10.0,5.0,,8.5,10.0,,10.0,,5.0,,8.5,8.0,7.5
9838949.0,,,,,23.0,,,,23.0,23.0,,,,,,,,,
9839304.0,,,5.0,6.0,6.0,6.0,,7.0,6.0,7.0,,8.0,,5.5,6.0,,6.0,5.0,
9840416.0,,,5.0,5.5,7.5,6.0,,7.0,,6.0,,,,,,6.0,,,8.0
9850858.0,7.5,DT,5.0,5.0,5,7.0,7.0,5.0,6.5,8.0,6.0,6.5,13.0,2.5,5.0,13.0,,4.5,5.5
9858931.0,10.0,,6.0,7.0,5.0,6.0,10.0,5.0,7.0,3.0,8.5,8.0,6.0,6.0,5.0,8.0,7.5,6.5,
9859951.0,,,,,,,,,,,,,,6.0,,,,,
9862120.0,,,6.0,6.0,0.5,4.5,,6.0,1.0,1.5,,,,,,,,,
9867031.0,,,8.0,5.0,VT,1.0,,2.0,,,,,,,,,,,
9875728.0,,,5.0,,7.0,5.5,,6.0,2.0,8.5,,,,,,,,,
9906518.0,10.0,DT,7.0,7.0,9.5,7.5,10.0,6.0,7.5,9.0,10.0,,10.0,,6.0,13.0,13.0,6.5,6.0
9913491.0,2.0,,5.0,5.5,5.0,3.5,,6.0,7.0,5.5,,2.0,,13.0,7.0,,,6.0,6.0
9915219.0,10.0,DT,7.0,8.5,6,8.5,10.0,5.0,7.0,8.5,10.0,,10.0,6.0,2.0,7.5,6.5,6.5,5.0
9915496.0,6.0,,5.0,5.5,7.0,5.5,13.0,6.0,4.5,7.5,0.0,5.5,,13.0,5.0,4.5,7.0,,
9918440.0,8.5,,6.0,6.5,6.0,6.5,8.0,6.0,,8.5,7.0,8.5,6.5,8.5,6.0,7.5,7.5,,
9919533.0,6.5,,8.0,7.0,6.0,6.5,7.5,8.0,9.0,9.0,7.5,9.5,,6.0,8.0,,8.5,,
9949024.0,12.0,,5.0,13.0,9.0,9.0,12.0,5.0,13.0,9.5,12.0,13.0,12.0,,,0.0,,,
9956512.0,,,,,,,,,,,,,,13.0,,,,,
9957290.0,,,,,,,,,,,,,,6.0,,,,,
9958204.0,,,,,,,,,,,,,,,,0.0,,,
9971464.0,10.0,DT,5.0,5.5,5,5.0,6.0,5.0,2.5,5.0,7.0,6.5,13.0,2.0,7.0,13.0,13.0,13.0,
9971906.0,6.5,,5.0,7.0,6.5,,4.0,5.0,7.5,8.0,6.5,,,,8.0,7.5,2.5,,7.5
9973659.0,,,,,,,,,13.0,,,,,,,,,,
9979869.0,12.0,,6.0,6.0,6.5,6.0,12.0,5.0,2.0,5.5,12.0,,12.0,,,,,,
9988580.0,8.0,,7.0,7.5,7.5,7.0,7.0,8.0,,8.0,8.0,9.5,7.5,6.5,6.0,,8.0,7.5,8.0
9998474.0,10.0,,3.0,,0.5,5.0,10.0,5.0,,4.5,8.5,,,,5.0,7.5,,,
9998908.0,10.0,DT,7.0,6.0,6.5,6.0,10.0,6.0,7.5,5.5,10.0,7.0,9.5,8.0,7.0,,5.5,5.5,6.0
10007616.0,8.0,,7.0,5.5,6.5,5.5,,6.0,7.5,7.0,5.0,8.5,4.0,6.5,5.0,,6.5,,
10010716.0,,,7.0,8.0,2.0,4.0,,13.0,13.0,8.5,,,8.0,,,7.5,8.5,8.0,8.5
10012708.0,,,13.0,13.0,13.0,13.0,,,,,,,,,,,,,
10026010.0,10.0,,5.0,6.0,5.0,6.5,10.0,5.0,1.0,7.5,9.5,2.5,7.0,7.5,8.0,,6.0,6.5,5.0
10028535.0,8.0,,7.0,7.0,6.0,6.5,6.5,6.0,6.5,8.5,6.5,,5.0,,5.0,6.5,,,
10037395.0,,,5.0,8.5,8.0,,,5.0,7.0,9.0,,,,,,,,,
10037658.0,7.0,,7.0,5.5,8.0,9.0,0.0,5.0,8.0,8.0,,9.0,,8.0,6.0,6.5,8.0,,
10037910.0,,,8.0,,,,,6.0,,,,0.5,,6.0,,,,,
10050812.0,7.5,,7.0,5.0,6.0,6.0,6.0,7.0,6.5,7.0,7.0,8.0,7.0,7.0,5.0,,7.0,8.0,8.5
10053892.0,12.0,,5.0,5.5,5.0,2.5,3.0,7.0,4.5,13.0,0.0,,,,,7.5,4.5,,
10057200.0,,,7.0,,,,,,,,,,,,,,,,
10058764.0,10.0,,5.0,8.0,7.5,7.5,10.0,5.0,,8.5,9.5,,7.0,,7.0,,6.0,8.0,7.0
10065381.0,10.0,DT,5.0,9.0,7,7.5,10.0,6.0,8.0,9.0,10.0,9.0,9.5,13.0,7.0,,7.0,,0.0
10069859.0,,,5.0,5.0,2.0,4.5,,7.0,1.0,1.0,,0.0,,,6.0,,,,
10072233.0,8.5,,5.0,5.0,5.0,,3.0,5.0,9.0,5.5,6.0,6.5,0.0,1.0,2.0,3.5,5.0,6.0,
10072708.0,5.0,DT,8.0,5.5,6.0,7.0,2.0,8.0,5.5,6.0,0.0,9.5,,4.0,7.0,7.5,7.5,7.5,6.0
10089442.0,,,,,,,,,,,,3.0,,,,,,,
10092242.0,5.0,DT,5.0,7.0,5.0,6.0,5.0,5.0,6.0,8.5,4.5,7.5,6.5,4.0,6.0,8.5,8.5,6.5,7.0
10099560.0,7.0,,8.0,7.0,5.0,6.0,5.5,8.0,,7.0,6.5,8.0,6.5,5.5,5.0,,8.0,6.0,7.5
10100425.0,10.0,,6.0,6.0,5.0,4.5,10.0,5.0,2.0,8.0,10.0,7.0,10.0,6.5,9.0,6.0,6.5,7.5,
10104539.0,6.0,DT,5.0,6.0,5.5,6.5,5.5,6.0,6.0,8.0,5.5,5.5,4.5,5.5,6.0,,7.0,8.0,8.5
10106279.0,7.0,DT,6.0,7.0,5.0,7.5,6.5,6.0,6.0,8.0,6.5,8.5,13.0,5.0,7.0,,6.5,7.0,5.5
10110676.0,7.0,,7.0,9.0,9.5,7.5,,7.0,9.0,9.0,,,,,,,,,
10111557.0,9.0,,8.0,7.5,7.5,8.0,8.0,5.0,6.5,6.5,7.5,8.5,8.0,7.5,5.0,8.5,8.5,,
10112253.0,10.0,,6.0,5.5,7.0,6.5,10.0,5.0,7.5,7.5,8.5,2.0,8.0,,5.0,5.0,11.0,,
10114340.0,10.0,,6.0,2.0,1.0,2.5,10.0,7.0,6.0,5.5,7.5,,6.0,,5.0,6.0,5.5,6.5,3.5
10117065.0,6.0,,6.0,6.0,6.5,4.5,,5.0,4.0,5.5,,,,,,,,,
10117479.0,12.0,,13.0,,13.0,0.0,12.0,,,13.0,12.0,,12.0,,,,,,
10117619.0,6.5,,5.0,8.5,5.5,5.5,6.5,5.0,6.5,7.0,,7.5,,6.0,5.0,,,,
10136795.0,7.5,,9.0,9.5,6.0,7.5,6.0,6.0,7.0,8.5,7.5,6.0,,7.0,6.0,,8.0,7.0,
10140495.0,,,6.0,5.0,5.0,,13.0,8.0,8.0,5.5,,6.5,,6.5,5.0,13.0,7.5,5.5,0.0
10146348.0,5.0,,13.0,7.0,4.5,6.5,5.0,13.0,2.0,5.0,5.0,5.0,,2.0,5.0,6.5,8.0,,
10156461.0,,,,,,,,,,,,,,5.5,,,,,
10158421.0,,,,,,,,,,,,5.0,,,,,,,
10172868.0,7.0,,7.0,5.0,,6.5,6.5,7.0,6.5,7.5,7.5,9.5,7.5,6.5,6.0,5.5,7.5,6.5,7.0
10174828.0,10.0,DT,6.0,8.5,9.0,6.0,9.5,5.0,7.0,8.5,10.0,7.5,9.5,7.0,6.0,9.0,8.0,7.0,8.0
10178670.0,,,9.0,,,,,,,,,,,,,,,,
10181423.0,6.0,,7.0,7.5,5.0,5.5,6.5,7.0,2.5,6.0,,,,7.5,5.0,7.5,9.5,,
10186311.0,,,5.0,5.5,7.0,6.0,,3.0,,5.0,,,,,5.0,13.0,7.5,,
10188778.0,8.0,,6.0,7.0,4.5,5.0,,2.0,7.0,8.0,,,,,,,,,
10200233.0,8.0,DT,12.0,6.5,7.0,6.0,6.0,5.0,5.0,6.0,5.5,4.0,13.0,0.0,4.0,13.0,11.0,5.5,6.0
10214383.0,12.0,,7.0,,5.5,5.0,12.0,,2.5,5.0,12.0,,12.0,,,,2.5,,
10223334.0,5.5,DT,6.0,6.0,5.5,6.0,0.0,5.0,8.0,5.0,5.0,0.0,13.0,0.0,6.0,5.0,2.5,5.0,2.5
10226160.0,,,,,,,,,,,13.0,2.0,,13.0,,,5.0,,5.0
10230079.0,10.0,DT,6.0,6.5,5.0,5.5,10.0,7.0,5.5,8.5,10.0,9.0,8.5,4.0,6.0,,8.0,7.5,7.0
10230306.0,6.5,DT,3.0,7.0,5.5,7.0,7.0,5.0,13.0,6.0,4.0,3.0,,13.0,5.0,,,,
10231516.0,6.0,,6.0,9.0,5.0,8.0,,8.0,7.0,7.5,,8.0,,7.5,9.0,6.5,,,
10243566.0,12.0,,8.0,8.0,5.5,5.5,7.5,8.0,6.5,6.0,8.5,,,,,,8.0,8.0,
10252464.0,8.0,,6.0,7.0,5.5,5.5,,5.0,6.0,5.5,,,,,,,7.5,7.5,
10253522.0,7.0,,6.0,,7.0,6.0,,6.0,5.5,7.0,,,,,,,,,
10254997.0,10.0,,7.0,6.5,5.0,5.5,6.0,5.0,5.5,6.5,,7.5,6.0,5.0,6.0,,8.5,,
10265015.0,10.0,,7.0,7.5,8.0,8.0,10.0,6.0,7.5,8.5,10.0,,10.0,,,,,,
10272870.0,10.0,DT,7.0,5.0,5.0,6.0,8.5,VT,0.5,5.5,0.0,1.5,,4.0,6.0,,5.5,,
10275775.0,5.5,,8.0,5.5,0.0,4.5,5.5,5.0,1.5,4.5,5.0,13.0,3.0,1.0,5.0,,5.0,23.0,
10278423.0,6.0,,8.0,5.5,2.0,4.5,5.5,5,6.5,6.0,5.5,8.0,,6.0,10.0,8.5,7.5,13.0,
10282993.0,7.0,DT,7.0,6.5,5.5,4.5,5.5,6,,5.5,5.0,5.5,3.0,,5.0,,6.5,6.5,7.0
10283375.0,,,6.0,,,,,,,,,,,,,,,,
10294436.0,,,,,,,,,,,,,,,,,23.0,13.0,
10296816.0,7.5,,5.0,5.5,0.0,2.5,6.5,5,5.5,5.0,5.0,3.5,7.0,3.5,6.0,7.0,5.0,,6.5
10299728.0,10.0,DT,6.0,7.0,9.0,7.5,7.5,7,9.0,7.5,7.0,,9.0,2.0,7.0,,8.5,,7.5
10308694.0,,,,,5.0,23.0,,,23.0,1.0,,4.0,,2.0,,,,,
10312819.0,12.0,,6.0,6.5,7.5,7.0,12.0,5.0,9.5,6.5,7.0,,7.0,,,,,,
10316723.0,,,8.0,8.0,6.0,6.5,,5.0,6.5,8.0,,,,,,,,,
10325804.0,,,8.0,7.0,8.0,7.5,,6.0,9.5,9.5,,,,,,,,,
10328781.0,7.0,,7.0,8.0,8.5,8.0,7.0,7.0,9.5,9.5,,8.5,,,,,,,
10334147.0,,DT,7.0,5.5,6.0,6.5,,5,8.0,7.0,,,,5.0,8.0,5.5,7.0,6.0,5.0
10336348.0,7.0,,8.0,13.0,7.0,6.5,7.5,13,,7.0,13.0,13.0,,,,,,,
10361039.0,10.0,,6.0,9.0,8.0,6.5,10.0,6.0,8.0,9.5,7.5,8.5,5.0,7.0,6.0,8.5,,,
10362241.0,5.5,,4.0,4.0,7.0,5.5,4.5,5,,6.0,5.0,7.5,,6.0,6.0,,,6.5,5.5
10363569.0,7.5,,5.0,6.0,5.0,6.0,9.0,7.0,5.5,8.0,7.0,,8.0,,6.0,7.0,6.5,7.0,
10363975.0,,,13.0,13.0,13.0,13.0,,,,,,,,,,,,,
10367248.0,,,,,,,,VT,,,,,,,,,,,
10372040.0,9.0,,5.0,6.0,12.0,5.5,7.0,6,0.0,1.5,5.5,4.0,3.0,4.5,13.0,5.0,,,
10379437.0,5.0,DT,5.0,5.5,2.5,4.0,13.0,6,13.0,7.5,0.0,0.0,,1.0,5.0,,2.5,,
10383872.0,,,6.0,13.0,5.0,6.5,,8.0,4.5,6.0,,2.5,,13.0,7.0,5.0,,,
10384850.0,10.0,DT,7.0,7.5,6.0,7.0,10.0,5,5.5,6.5,8.5,,8.5,,7.0,7.5,8.0,7.0,
10385062.0,,,5.0,9.5,8.5,8.5,,5.0,,8.5,,,,,,,,,
10385649.0,,,5.0,4.5,5.0,5.5,,1,,0.0,,,,,,,,,
10390922.0,,,7.0,7.5,8.0,9.5,,5.0,8.0,10.0,,,,,,,,,
10393152.0,10.0,DT,8.0,8.0,8.5,7.0,10.0,7,8.5,9.0,10.0,,9.0,,7.0,7.5,7.5,7.0,6.5
10393912.0,6.5,,5.0,6.5,8.0,5.0,4.5,7,4.5,7.0,7.0,9.5,,7.5,5.0,6.5,7.5,7.5,6.0
10403855.0,,,7.0,4.5,2.0,,,5,5.0,5.5,,,,,6.0,5.0,1.5,,
10422478.0,8.0,,6.0,5.5,6.5,6.5,6.5,6,,5.0,6.5,8.5,5.5,5.0,6.0,,,2.0,6.5
10433113.0,5.5,,6.0,6.0,5.5,5.5,6.0,5.0,4.5,2.0,,,,,,,,,
10434666.0,,,7.0,,6.0,6.5,6.5,8.0,5.0,7.5,,,,,,,,,
10435346.0,3.0,,6.0,5.0,0.5,5.5,,7.0,0.0,6.5,,6.0,,0.0,2.0,7.0,5.0,,
10436563.0,,,6.0,6.0,5.0,5.0,5.5,5.0,5.5,6.0,,,,2.0,7.0,,6.5,,
10447146.0,10.0,DT,7.0,9.0,6.0,5.0,10.0,5,6.5,9.0,8.0,,5.5,,5.0,,7.0,6.5,6.5
10451997.0,12.0,,8.0,7.0,6.0,6.5,13.0,6.0,4.0,5.5,13.0,,,,,,,,
10460624.0,10.0,DT,7.0,6.0,6.0,6.5,10.0,6,5.5,7.0,9.0,8.0,9.0,4.0,7.0,,7.0,,8.0
10476895.0,12.0,,8.0,8.5,8.5,7.0,12.0,5.0,8.5,9.0,8.5,8.5,8.5,,,7.0,,,
10480204.0,10.0,DT,6.0,6.0,6.5,6.5,10.0,6.0,7.0,6.5,7.5,8.5,5.0,5.5,8.0,,6.5,8.0,6.5
10481857.0,,,8.0,6.5,,,,6.0,8.0,9.0,,,,9.5,5.0,5.0,6.0,,
10483851.0,12.0,,6.0,7.0,6.0,5.5,7.0,7.0,2.5,8.5,8.0,,,,,5.5,,,
10485696.0,7.0,,6.0,6.0,5.0,6.5,7.0,7.0,5.5,6.0,,6.0,,6.5,6.0,6.5,6.5,7.0,7.0
10498998.0,6.0,,5.0,6.5,5.5,6.0,,4.0,7.5,5.0,,,,,,,,,
10499876.0,,,5.0,,,,,,,,,,,,,,,,
10505337.0,,,7.0,,1.0,6.0,,,,7.0,,,,,,,,,
10508657.0,10.0,DT,7.0,6.0,8.0,6.0,10.0,5.0,6.5,7.0,9.0,7.5,6.5,6.0,6.0,7.5,8.0,8.5,8.5
10518943.0,,,6.0,7.0,6.5,6.5,,5.0,,9.5,,,,,,,,,
10520631.0,4.0,,7.0,5.0,6.0,,,3.0,4.0,8.0,,5.5,,,5.0,5.5,2.5,,
10538784.0,2.5,DT,5.0,5.5,2.0,5.0,,5.0,5.0,7.0,,6.0,,2.5,5.0,6.0,6.0,6.5,7.5
10539404.0,5.5,,4.0,5.5,5.0,5.5,6.0,5.0,2.5,8.0,0.0,5.5,5.5,4.0,4.0,,5.5,,
10542910.0,8.5,,6.0,7.5,5.0,7.0,,6.0,5.5,8.0,8.0,,7.5,,5.0,7.5,7.5,8.0,
10544088.0,,,5.0,,,,,,,,,,,,,,,,
10545025.0,6.0,,8.0,8.5,6.0,6.0,6.5,7.0,5.5,9.0,7.5,,,,6.0,,7.5,7.0,7.5
10548026.0,10.0,,5.0,6.0,8.0,6.5,10.0,5.0,5.5,8.0,10.0,9.0,10.0,5.5,5.0,6.0,5.5,5.5,
10550476.0,9.0,,6.0,6.0,5.0,6.5,8.0,7.0,8.0,8.0,8.5,9.0,8.5,7.5,7.0,6.5,8.5,8.0,8.0
10564535.0,,,6.0,2.0,4.0,4.5,,8.0,5.5,7.0,,,,,,,,,
10586069.0,0.0,,6.0,2.5,1.5,4.0,,,,,,,,,,,,,
10604833.0,,,,,,,,,,,,,,5.0,,,,,
10610313.0,4.5,,5.0,4.5,5.0,13.0,4.5,5.0,,5.0,,4.0,,3.5,7.0,5.5,2.5,7.0,
10611448.0,13.0,DT,5.0,6.5,6.5,5.0,4.5,5.0,7.5,7.5,,9.0,,5.0,5.0,,6.5,,5.5
10617572.0,,,,,,,,,,,,,,,,,12.0,,
10625213.0,,,6.0,8.0,8.0,5.5,,5.0,,9.5,,,,,,,,,
10626676.0,8.0,,8.0,,13.0,5.0,5.5,8.0,,4.0,5.5,,,,6.0,,4.0,,
10630164.0,,,,,,,,,,,,,,1.5,,,,,
10635238.0,10.0,,5.0,5.5,5.0,7.0,10.0,5.0,1.0,0.0,7.0,0.0,5.5,13.0,5.0,6.0,4.0,13.0,
10643774.0,10.0,DT,6.0,7.5,7.5,5.0,10.0,7.0,,7.5,10.0,7.0,10.0,,9.0,,8.0,7.0,7.0
10647537.0,,,6.0,5.5,7.0,6.0,,8.0,7.0,7.5,,6.5,,5.0,5.0,5.0,5.5,13.0,
10649406.0,,,5.0,7.5,,,,5.0,8.0,,,,,,7.0,8.5,,6.5,6.5
10651441.0,7.0,,6.0,5.5,6.5,6.0,7.0,8.0,5.5,8.0,7.5,8.5,7.0,7.0,7.0,6.0,7.0,,
10655190.0,,,8.0,7.0,6.5,5.5,,6.0,6.5,6.5,,8.0,,,,,,,
10655394.0,10.0,,7.0,7.0,8.0,7.5,6.0,8.0,7.0,9.0,8.0,9.0,7.5,7.0,7.0,6.5,9.0,7.5,
10656525.0,6.5,,7.0,5.0,5.5,3.0,6.0,5.0,2.0,6.9,,5.5,,,,,,,
10659179.0,,,,,,,,,,,,,,5.5,,,,,
10660217.0,10.0,,6.0,8.0,7.5,7.0,6.5,5.0,,8.5,8.5,,8.0,,5.0,6.0,7.5,7.0,7.5
10667222.0,10.0,DT,7.0,8.0,8.0,8.0,10.0,6.0,8.5,7.5,9.0,9.5,6.5,13.0,6.0,7.0,6.0,6.5,5.5
10668071.0,2.5,,7.0,6.0,7.0,6.5,13.0,5.0,0.5,6.5,,2.0,,4.0,3.0,5.0,5.0,,
10671582.0,12.0,,5.0,8.5,9.5,8.0,12.0,6.0,9.0,10.0,12.0,,12.0,,,,,,
10676999.0,10.0,,5.0,7.0,2.0,5.5,8.0,7.0,1.5,5.5,6.5,4.5,6.0,4.5,6.0,,5.0,,
10681922.0,10.0,,5.0,6.5,7.0,,8.5,6.0,7.5,6.5,4.0,,2.5,,6.0,5.5,2.5,,
10694066.0,3.5,,5.0,4.5,1.0,4.5,,6.0,,6.5,,6.5,,4.5,6.0,4.5,6.5,,
10697522.0,10.0,,13.0,13.0,13.0,13.0,6.0,13.0,,13.0,13.0,13.0,13.0,0.0,13.0,,,,
10712032.0,7.5,,5.0,6.0,3.5,6.0,6.0,6.0,1.0,6.0,5.5,,7.5,5.0,8.0,7.5,,,
10716711.0,,,7.0,,,,,,,,,,,,,,,,
10717082.0,10.0,,9.0,7.5,4.5,6.0,8.0,5.0,6.0,6.5,,,6.5,,5.0,6.0,7.5,7.5,
10718105.0,,,,,,,,,5.5,,,,,,,,,,
10720559.0,0.0,,5.0,5.0,6.0,6.0,,5.0,5.0,6.0,,5.5,,13.0,13.0,,,,
10721742.0,12.0,,6.0,5.5,1.5,5.0,12.0,6.0,4.0,5.0,12.0,,12.0,,,,,,
10724701.0,6.5,DT,6.0,6.0,7.0,7.0,6.0,8.0,7.5,8.5,6.5,7.5,6.0,2.0,7.0,,7.0,7.0,6.5
10728010.0,5.0,,7.0,7.0,8.5,8.0,,7.0,6.5,8.5,,7.5,,,,,,,
10734126.0,3.5,,6.0,5.5,5.5,5.0,,1.0,5.0,5.5,,,,,,,,,
10740397.0,3.5,,3.0,8.0,2.0,4.5,6.5,8.0,2.0,1.0,,5.5,,5.5,5.0,6.5,7.0,7.0,
10742862.0,8.5,,8.0,13.0,1.5,4.5,5.5,6.0,13.0,5.0,7.0,13.0,13.0,13.0,13.0,11.0,11.0,,
10746938.0,,,5.0,6.0,4.5,0.0,,6.0,2.0,7.5,,5.0,,4.5,6.0,,6.0,,
10750863.0,,,7.0,5.5,5.0,4.5,,8.0,4.5,5.5,,,,,,,,,
10758139.0,7.5,,7.0,6.0,1.0,5.5,7.5,8.0,0.0,4.5,8.5,2.0,13.0,4.0,5.0,,,6.5,6.5
10767232.0,7.0,,6.0,6.0,4.5,4.5,5.5,6.0,4.0,4.5,,,,,,,,,
10770122.0,3.0,,,,,,,,,,,,,,,,,,
10773901.0,10.0,DT,7.0,5.5,6.0,5.5,10.0,5.0,4.5,6.5,10.0,5.5,9.0,5.5,5.0,6.5,4.5,5.5,
10787250.0,,,7.0,,,,,5.0,,,,6.5,,,,8.0,8.5,,
10795648.0,,,8.0,6.0,4.5,4.5,,4.0,2.5,4.5,,,,,,,5.5,6.0,
10806615.0,10.0,,7.0,7.5,6.5,7.0,10.0,7.0,5.0,8.0,9.0,6.0,,6.0,7.0,,,,
10818169.0,,,7.0,,,,,,,,,,,,,,,,
10823977.0,4.5,,6.0,6.0,4.5,6.0,,6.0,6.0,7.5,,6.5,,5.5,5.0,7.5,7.0,5.0,7.0
10829060.0,6.0,,6.0,8.0,7.5,8.0,5.0,7.0,,9.0,3.5,,,,5.0,,6.5,6.0,5.5
10830270.0,,,6.0,,,,,,,,,,,,,,,,
10830794.0,6.0,,5.0,9.0,6.0,5.5,6.5,7.0,8.0,6.0,6.5,8.0,,5.0,7.0,,,,
10851775.0,10.0,DT,5.0,8.5,9.5,7.0,3.0,8.0,8.5,9.0,,8.5,7.0,8.5,6.0,,,6.0,7.5
10861851.0,,,,6.0,8.5,,,5.0,,7.0,,,,6.5,4.0,11.0,6.0,,
10864900.0,5.0,,5.0,6.0,2.0,4.5,,8.0,0.0,5.5,,,,,,,,,
10872367.0,,21.0,,,,,,,,,,,,,,,,,
10873475.0,12.0,,6.0,6.0,7.5,7.5,12.0,8.0,5.0,8.0,12.0,,12.0,,,,,,
10883226.0,10.0,12,6,6.5,6,6.5,8.5,7.0,6.0,6.5,6.0,,6.0,5.5,5.0,,5.0,6.5,4.5
10886135.0,10.0,,5.0,6.5,5.0,5.0,7.0,5.0,2.0,5.0,9.0,6.5,6.0,4.0,7.0,,,,
10887446.0,,KD,VT,,VT,0.0,,,,VT,,,,,,,,,
10889842.0,,,7.0,,,,,6.0,9.0,,,8.0,,7.5,,6.0,5.5,,
10889873.0,4.5,,6.0,6.0,6.5,5.5,,6.0,,5.5,,6.5,,6.5,5.0,,IH,,6.5
10909983.0,,,13.0,,,,,,,,,,,,,,,,
10918849.0,,,7.0,7.5,1.5,6.5,6.5,5.0,6.0,7.0,,8.0,7.0,7.5,5.0,7.5,8.5,,
10919214.0,,,3.0,,1.0,2.0,,,,2.0,,,,,,,,,
10926232.0,6.5,,8.0,8.5,5.5,4.5,5.5,7.0,6.0,6.5,7.0,,,5.0,5.0,7.5,8.5,,
10927175.0,3.5,,5.0,,7.0,5.5,,7.0,0.0,2.5,,,,,,,,,
10929464.0,7.0,,7.0,5.0,4.5,5.5,6.0,6.0,0.5,5.0,6.5,,6.0,,6.0,5.0,6.0,6.0,4.0
10936034.0,5.5,,10.0,6.5,6.0,7.5,,5.0,5.0,7.0,,3.5,,,,,,,
10936890.0,10.0,DT,7,8.0,5.5,6.5,10.0,6.0,7.5,7,8.0,10.0,2.5,6.0,6.0,,8,6.0,6.5
10941062.0,,,6.0,6.5,1.5,5.5,,6.0,0.5,6.0,,5.0,,1.0,8.0,6.5,6.0,23.0,
10951152.0,5.5,,5.0,6.0,5.5,6.0,2.0,5.0,0.5,6.0,2.5,5.5,,1.0,5.0,5.5,,,
10951483.0,6.5,,8.0,6.0,0.0,2.5,6.5,4.0,0.0,2.0,6.0,6.0,2.0,5.0,7.0,5.5,5.0,4.5,4.5
10954714.0,,,5.0,6.0,,,,6.0,6.0,,,,,6.5,5.0,6.0,6.5,,
10960837.0,12.0,,8.0,7.0,5.5,8.0,6.5,8.0,6.0,7.0,6.0,,,,,6.5,,,
10969903.0,6.5,,6.0,7.5,7.0,5.5,,7.0,6.0,6.0,,,,,,,,,
10972639.0,10.0,,6.0,5.5,5.5,7.0,10.0,5.0,2.0,7.0,10.0,6.0,10.0,7.0,5.0,,7.0,,
10976457.0,12.0,,6.0,6.5,6.5,5.5,12.0,8.0,8.0,8.5,6.5,,7.5,,,,7.5,7.0,
10981666.0,6.0,,5.0,8.5,2.0,5.0,6.0,5.0,4.5,5.0,6.5,8.5,,4.5,7.0,5.0,,,
10981963.0,5.5,,5.0,5.5,2.5,5.5,3.5,6.0,4.5,6.5,0.0,4.5,,23.0,6.0,5.0,1.5,5.5,
10988752.0,,,8.0,,,,,4.0,5.5,,,,,,8.0,,,,
11009713.0,7.5,,6.0,5.5,5.5,5.5,7.5,7.0,,6.5,8.0,5.5,7.0,,6.0,6.5,7.5,6.0,6.0
11011847.0,10.0,,8.0,7.5,9.0,6.5,10.0,7.0,9.5,8.5,,,,,6.0,8.0,7.0,7.0,6.0
11013340.0,,,4.0,0.0,2.0,5.0,,6.0,1.5,2.5,,2.0,,,,,,,
11020354.0,5.0,,7.0,6.5,2.0,5.5,,8.0,1.5,6.0,,,,,,,,,
11028234.0,10.0,DT,5.0,5.0,5.5,6.5,10.0,5.0,5.0,6,8.0,8.5,5.5,6.0,8.0,,5.0,8.0,6.5
11045386.0,,,6,,,,,,,,,,,,,,,,
11047195.0,3.0,DT,7,5.0,6.5,6.5,5.0,6.0,7.5,7,3.0,7.5,,1.0,6.0,6.0,5.5,6.5,6.0
11047294.0,8.0,,6.0,6.5,2.0,6.0,6.0,5.0,6.0,6.0,5.5,,6.0,6.0,6.0,6.5,8.5,,
11055690.0,,,,,,,,,,,,,,5.5,5.0,,,,
